1,2,384.85,50.27,10.69,7.27,1,-1,-1,-1
1,1,374.97,101.15,8.09,12.78,1,-1,-1,-1
2,2,384.31,51.67,11.61,7.62,1,-1,-1,-1
2,1,375.86,104.11,7.07,10.21,1,-1,-1,-1
3,2,381.72,51.84,14.15,8.66,1,-1,-1,-1
3,1,375.79,103.82,7.87,11.30,1,-1,-1,-1
4,2,381.61,51.73,14.85,8.96,1,-1,-1,-1
4,1,375.87,102.74,7.88,12.13,1,-1,-1,-1
5,2,381.64,51.91,14.91,9.33,1,-1,-1,-1
5,1,375.74,102.63,8.04,12.62,1,-1,-1,-1
6,2,380.75,51.70,15.62,10.13,1,-1,-1,-1
6,1,375.67,101.81,8.24,13.08,1,-1,-1,-1
9,1,374.11,101.70,11.81,10.84,1,-1,-1,-1
10,1,372.25,102.65,14.85,10.01,1,-1,-1,-1
11,1,369.72,103.46,19.20,9.29,1,-1,-1,-1
12,1,370.06,103.80,21.57,9.00,1,-1,-1,-1
13,1,369.70,104.02,26.43,9.56,1,-1,-1,-1
14,1,370.26,104.21,29.51,10.59,1,-1,-1,-1
20,4,383.99,197.77,12.62,10.57,1,-1,-1,-1
21,4,385.71,198.12,15.48,11.10,1,-1,-1,-1
22,5,78.72,175.40,8.83,17.11,1,-1,-1,-1
22,4,386.74,199.91,16.67,9.06,1,-1,-1,-1
23,5,79.26,175.98,9.13,18.53,1,-1,-1,-1
23,4,387.42,201.37,16.46,9.34,1,-1,-1,-1
24,4,388.88,202.26,17.51,8.42,1,-1,-1,-1
25,4,390.40,201.65,18.77,8.29,1,-1,-1,-1
26,7,336.28,31.51,9.08,11.89,1,-1,-1,-1
26,6,76.97,172.63,11.21,23.12,1,-1,-1,-1
26,4,390.26,201.51,21.66,7.83,1,-1,-1,-1
27,7,338.04,31.17,9.42,11.83,1,-1,-1,-1
27,6,76.77,172.51,12.92,23.17,1,-1,-1,-1
27,4,390.71,201.13,24.02,7.73,1,-1,-1,-1
28,7,338.45,30.39,9.81,12.37,1,-1,-1,-1
28,6,76.44,172.32,16.60,23.66,1,-1,-1,-1
28,4,391.58,200.10,24.32,8.34,1,-1,-1,-1
29,7,338.03,29.93,10.26,13.44,1,-1,-1,-1
29,6,76.57,172.04,18.10,27.16,1,-1,-1,-1
29,4,390.56,200.44,27.01,8.29,1,-1,-1,-1
30,7,338.54,30.57,10.45,13.34,1,-1,-1,-1
30,6,77.28,174.11,17.77,24.79,1,-1,-1,-1
31,7,338.39,30.89,11.16,13.07,1,-1,-1,-1
31,6,75.90,172.59,18.85,28.08,1,-1,-1,-1
32,11,193.92,380.91,16.43,23.06,1,-1,-1,-1
32,7,337.97,30.66,12.48,13.68,1,-1,-1,-1
32,6,75.24,172.11,19.30,29.06,1,-1,-1,-1
32,4,387.00,198.56,30.14,9.72,1,-1,-1,-1
33,12,206.80,279.66,19.65,9.97,1,-1,-1,-1
33,11,192.85,381.27,18.85,22.84,1,-1,-1,-1
33,7,337.93,30.60,12.40,14.13,1,-1,-1,-1
33,6,74.66,171.21,19.70,29.91,1,-1,-1,-1
33,4,386.50,196.07,30.24,12.99,1,-1,-1,-1
34,13,144.91,433.64,14.59,9.64,1,-1,-1,-1
34,12,206.52,279.95,20.67,10.76,1,-1,-1,-1
34,11,193.35,381.30,18.78,23.11,1,-1,-1,-1
34,7,337.67,30.29,12.39,14.50,1,-1,-1,-1
34,6,74.49,170.85,20.26,30.41,1,-1,-1,-1
34,4,385.25,195.26,32.39,13.51,1,-1,-1,-1
35,13,141.90,433.45,19.70,11.32,1,-1,-1,-1
35,12,204.80,280.06,22.48,14.05,1,-1,-1,-1
35,11,193.48,380.45,19.32,25.27,1,-1,-1,-1
35,7,337.70,30.52,13.04,14.62,1,-1,-1,-1
35,6,75.01,170.48,19.92,31.90,1,-1,-1,-1
35,4,384.14,195.53,33.38,12.54,1,-1,-1,-1
36,13,140.08,433.25,21.66,12.33,1,-1,-1,-1
36,12,203.62,279.90,24.32,16.05,1,-1,-1,-1
36,11,191.76,381.42,20.86,27.23,1,-1,-1,-1
36,7,336.64,31.90,14.33,13.49,1,-1,-1,-1
36,6,74.79,170.68,19.91,33.60,1,-1,-1,-1
36,4,383.56,196.49,34.47,11.68,1,-1,-1,-1
37,13,139.01,434.23,23.05,12.54,1,-1,-1,-1
37,12,202.37,280.39,26.88,17.86,1,-1,-1,-1
37,11,190.68,381.85,21.61,28.98,1,-1,-1,-1
37,7,336.95,32.31,14.52,13.01,1,-1,-1,-1
37,6,74.48,170.18,19.86,34.42,1,-1,-1,-1
37,4,382.75,197.81,35.35,10.48,1,-1,-1,-1
38,13,136.94,433.84,25.33,12.50,1,-1,-1,-1
38,12,201.64,279.02,28.73,19.39,1,-1,-1,-1
38,11,189.97,380.27,22.34,29.43,1,-1,-1,-1
38,7,336.90,32.25,14.68,12.24,1,-1,-1,-1
38,6,74.30,170.44,19.98,33.63,1,-1,-1,-1
38,4,382.47,197.19,36.33,10.93,1,-1,-1,-1
39,13,135.76,433.83,24.85,12.03,1,-1,-1,-1
39,12,199.50,279.26,32.23,19.64,1,-1,-1,-1
39,11,189.63,379.70,23.56,28.64,1,-1,-1,-1
39,7,336.99,32.33,14.16,12.16,1,-1,-1,-1
39,6,75.30,172.66,18.89,33.40,1,-1,-1,-1
39,4,382.67,198.19,37.75,10.12,1,-1,-1,-1
40,13,135.87,435.23,26.84,11.61,1,-1,-1,-1
40,12,198.53,279.57,33.80,19.40,1,-1,-1,-1
40,11,187.96,379.85,25.52,29.10,1,-1,-1,-1
40,7,335.94,32.24,14.65,12.31,1,-1,-1,-1
40,6,74.33,171.86,18.27,33.83,1,-1,-1,-1
40,4,382.03,198.13,36.88,9.85,1,-1,-1,-1
41,13,135.09,434.99,27.79,11.58,1,-1,-1,-1
41,12,197.64,279.76,33.38,19.93,1,-1,-1,-1
41,11,186.59,379.96,27.76,27.56,1,-1,-1,-1
41,7,336.14,32.22,14.06,11.13,1,-1,-1,-1
41,6,73.93,171.36,18.39,34.42,1,-1,-1,-1
41,4,381.46,198.46,37.30,9.39,1,-1,-1,-1
42,13,134.98,434.82,28.24,12.45,1,-1,-1,-1
42,12,197.58,279.21,34.08,20.32,1,-1,-1,-1
42,11,186.59,380.00,29.04,27.34,1,-1,-1,-1
42,7,335.60,32.20,14.83,10.95,1,-1,-1,-1
42,6,74.43,172.31,18.15,34.48,1,-1,-1,-1
42,4,383.64,199.37,35.62,8.79,1,-1,-1,-1
43,13,134.54,433.69,28.01,12.81,1,-1,-1,-1
43,12,198.02,278.94,34.06,21.01,1,-1,-1,-1
43,11,186.93,380.25,29.18,28.10,1,-1,-1,-1
43,7,334.88,33.24,16.03,10.24,1,-1,-1,-1
43,6,74.53,171.66,19.25,36.08,1,-1,-1,-1
43,4,383.21,199.44,36.80,8.86,1,-1,-1,-1
44,13,133.45,433.04,28.88,14.53,1,-1,-1,-1
44,12,197.85,278.89,35.74,20.60,1,-1,-1,-1
44,11,187.10,380.32,29.44,28.21,1,-1,-1,-1
44,7,334.76,32.58,16.70,11.56,1,-1,-1,-1
44,6,74.41,170.16,19.44,37.83,1,-1,-1,-1
44,4,382.41,199.57,38.20,8.58,1,-1,-1,-1
45,13,134.15,433.86,28.68,15.00,1,-1,-1,-1
45,12,197.18,278.57,35.63,21.41,1,-1,-1,-1
45,11,187.35,380.35,29.13,28.45,1,-1,-1,-1
45,7,334.82,31.90,17.84,13.20,1,-1,-1,-1
45,6,74.02,168.78,20.00,39.66,1,-1,-1,-1
45,4,383.61,199.57,36.30,8.76,1,-1,-1,-1
46,13,133.87,433.63,28.50,14.59,1,-1,-1,-1
46,12,198.46,277.16,34.33,23.19,1,-1,-1,-1
46,11,187.32,380.41,29.03,28.74,1,-1,-1,-1
46,7,334.91,30.12,19.11,16.23,1,-1,-1,-1
46,6,74.19,165.85,20.78,44.20,1,-1,-1,-1
46,4,383.16,199.63,36.94,8.77,1,-1,-1,-1
47,13,133.17,433.83,29.30,15.17,1,-1,-1,-1
47,12,197.08,278.00,34.67,23.46,1,-1,-1,-1
47,11,187.60,380.46,28.36,29.45,1,-1,-1,-1
47,7,333.92,27.42,22.58,20.57,1,-1,-1,-1
47,6,73.78,163.77,21.77,48.68,1,-1,-1,-1
47,4,381.80,199.91,38.65,8.66,1,-1,-1,-1
48,13,133.13,433.91,29.64,14.46,1,-1,-1,-1
48,12,198.26,277.90,33.84,22.80,1,-1,-1,-1
48,11,188.23,379.68,27.43,30.32,1,-1,-1,-1
48,7,333.29,23.92,26.82,27.48,1,-1,-1,-1
48,6,73.77,161.84,22.04,51.52,1,-1,-1,-1
48,4,379.24,199.21,41.90,9.75,1,-1,-1,-1
49,13,133.49,433.23,29.05,15.52,1,-1,-1,-1
49,12,198.94,278.37,32.61,23.15,1,-1,-1,-1
49,11,188.28,379.30,27.60,30.57,1,-1,-1,-1
49,6,73.85,158.07,22.31,58.23,1,-1,-1,-1
49,4,379.49,199.91,42.54,9.51,1,-1,-1,-1
50,13,133.58,433.60,28.87,15.70,1,-1,-1,-1
50,12,199.15,278.57,33.35,22.33,1,-1,-1,-1
50,11,186.79,379.87,29.52,30.29,1,-1,-1,-1
50,6,73.23,153.98,23.21,64.35,1,-1,-1,-1
50,4,377.22,199.60,45.66,10.41,1,-1,-1,-1
51,13,133.30,433.75,29.22,15.74,1,-1,-1,-1
51,12,198.43,278.27,33.76,22.67,1,-1,-1,-1
51,11,186.34,379.61,30.38,32.26,1,-1,-1,-1
51,6,72.54,150.02,24.18,71.04,1,-1,-1,-1
51,4,374.32,199.63,50.67,10.76,1,-1,-1,-1
52,13,133.75,433.95,28.80,15.36,1,-1,-1,-1
52,12,197.17,278.29,34.16,22.61,1,-1,-1,-1
52,11,183.15,378.55,34.73,34.94,1,-1,-1,-1
52,6,71.96,145.30,25.10,79.75,1,-1,-1,-1
52,4,371.77,199.53,53.92,10.90,1,-1,-1,-1
55,13,132.38,433.37,32.46,15.57,1,-1,-1,-1
55,12,197.67,278.28,32.06,22.63,1,-1,-1,-1
55,11,171.70,369.77,53.28,50.38,1,-1,-1,-1
55,6,70.58,136.82,27.16,95.85,1,-1,-1,-1
55,4,363.91,199.45,69.04,11.05,1,-1,-1,-1
56,13,130.90,433.84,34.97,15.26,1,-1,-1,-1
56,12,197.77,278.83,33.42,23.16,1,-1,-1,-1
56,11,167.93,365.94,60.14,54.96,1,-1,-1,-1
56,6,70.62,133.01,27.63,103.01,1,-1,-1,-1
56,4,363.05,199.37,72.90,11.19,1,-1,-1,-1
57,13,129.67,433.77,37.54,16.29,1,-1,-1,-1
57,12,196.97,278.96,34.01,22.74,1,-1,-1,-1
57,11,164.68,364.71,65.43,55.81,1,-1,-1,-1
57,6,71.55,132.14,25.82,106.39,1,-1,-1,-1
57,4,359.01,198.76,78.36,11.70,1,-1,-1,-1
58,13,126.32,433.73,42.57,16.03,1,-1,-1,-1
58,12,195.76,279.26,35.46,21.91,1,-1,-1,-1
58,11,160.04,361.29,72.28,59.45,1,-1,-1,-1
58,6,71.71,127.57,25.68,113.49,1,-1,-1,-1
58,4,354.50,197.44,88.00,12.86,1,-1,-1,-1
59,13,123.21,433.36,47.93,16.89,1,-1,-1,-1
59,12,195.24,278.29,37.76,22.75,1,-1,-1,-1
59,11,154.95,359.19,78.95,60.98,1,-1,-1,-1
59,4,351.91,196.66,95.24,13.29,1,-1,-1,-1
60,14,353.81,149.50,11.66,12.82,1,-1,-1,-1
60,13,120.99,433.83,53.74,17.63,1,-1,-1,-1
60,12,195.10,276.94,40.89,24.29,1,-1,-1,-1
60,11,150.13,354.26,83.64,67.32,1,-1,-1,-1
60,4,349.74,196.02,98.31,13.76,1,-1,-1,-1
63,14,352.01,150.12,12.93,15.01,1,-1,-1,-1
63,13,113.48,431.96,65.81,22.94,1,-1,-1,-1
63,12,193.86,268.94,58.19,31.80,1,-1,-1,-1
63,4,346.14,195.33,105.65,14.75,1,-1,-1,-1
64,14,351.77,150.27,12.55,14.67,1,-1,-1,-1
64,13,111.26,431.64,73.42,24.24,1,-1,-1,-1
64,12,193.35,265.00,66.64,35.60,1,-1,-1,-1
65,14,351.63,150.33,13.13,15.19,1,-1,-1,-1
65,13,107.85,431.74,81.22,24.99,1,-1,-1,-1
65,12,190.84,260.90,71.68,42.28,1,-1,-1,-1
66,14,350.48,151.06,14.13,15.95,1,-1,-1,-1
66,13,107.54,431.24,84.11,26.49,1,-1,-1,-1
66,12,189.46,258.46,74.28,44.56,1,-1,-1,-1
67,14,349.06,152.44,16.97,17.15,1,-1,-1,-1
67,13,108.73,431.54,81.97,25.30,1,-1,-1,-1
